order_id,customer_id,store_id,sales_rep_id,order_date
6147,1677,1,32,2023-01-05
6148,898,8,34,2023-06-06
6149,711,17,2,2023-02-21
6150,1648,21,2,2023-08-31
6151,639,22,10,2023-05-31
6152,1045,15,23,2023-09-19
6153,1683,18,15,2023-11-01
6154,1625,7,12,2023-03-21
6155,815,16,43,2023-07-02
6156,918,7,17,2023-12-20
6157,203,17,18,2023-04-17
6158,417,4,14,2023-06-03
6159,416,12,17,2023-10-20
6160,1472,13,15,2023-07-24
6161,1536,4,12,2023-04-26
6162,85,21,16,2023-01-17
6163,167,1,32,2023-10-15
6164,384,1,23,2023-06-05
6165,468,7,38,2023-01-25
6166,1096,9,34,2023-10-05
6167,810,1,34,2023-11-13
6168,997,16,16,2023-05-06
6169,1545,18,34,2023-10-27
6170,1817,22,40,2023-12-24
6171,473,15,7,2023-10-03
6172,993,6,33,2023-12-31
6173,1282,2,4,2023-06-27
6174,275,9,43,2023-12-10
6175,1774,4,7,2023-02-16
6176,1044,13,18,2023-07-19
6177,1514,23,4,2023-02-20
6178,1769,22,49,2023-10-22
6179,490,11,11,2023-09-27
6180,1757,13,43,2023-07-16
6181,326,11,20,2023-01-21
6182,529,19,11,2023-05-23
6183,892,8,15,2023-09-05
6184,89,7,46,2023-12-22
6185,486,25,17,2023-12-19
6186,708,16,34,2023-01-01
6187,350,3,50,2023-12-31
6188,1108,17,48,2023-12-04
6189,387,18,12,2023-10-01
6190,87,28,42,2023-08-29
6191,307,27,28,2023-02-27
6192,1874,15,48,2023-05-06
6193,1178,28,35,2023-11-25
6194,440,17,8,2023-02-21
6195,740,11,27,2023-08-11
6196,1984,5,22,2023-10-29
6197,264,16,24,2023-12-29
6198,977,15,2,2023-09-26
6199,735,10,31,2023-04-06
6200,421,14,22,2023-09-30
6201,493,2,1,2023-11-19
6202,633,16,14,2023-03-02
6203,993,19,25,2023-11-17
6204,411,8,36,2023-06-30
6205,173,15,36,2023-05-13
6206,4,10,41,2023-03-30
6207,854,30,3,2023-06-22
6208,1664,5,5,2023-11-08
6209,986,20,1,2023-01-05
6210,1496,16,19,2023-12-23
6211,1134,21,33,2023-12-09
6212,1891,26,42,2023-07-23
6213,1061,22,30,2023-06-11
6214,583,12,12,2023-03-02
6215,1825,23,10,2023-07-09
6216,1055,30,34,2023-11-21
6217,1975,13,16,2023-03-04
6218,381,9,40,2023-02-13
6219,1292,17,46,2023-08-27
6220,1035,20,29,2023-01-28
6221,344,28,15,2023-07-17
6222,1864,12,48,2023-09-26
6223,1568,25,11,2023-06-20
6224,1593,5,44,2023-01-30
6225,166,24,34,2023-06-03
6226,700,12,36,2023-07-28
6227,342,1,30,2023-03-04
6228,1506,20,35,2023-11-25
6229,1043,28,9,2023-02-26
6230,1652,16,18,2023-11-16
6231,980,30,19,2023-07-27
6232,1208,12,39,2023-11-04
6233,1806,9,4,2023-03-04
6234,545,13,6,2023-09-05
6235,1034,17,33,2023-05-21
6236,1616,17,32,2023-04-03
6237,192,4,16,2023-04-17
6238,320,14,11,2023-12-31
6239,1726,19,22,2023-03-29
6240,580,7,36,2023-10-28
6241,475,27,50,2023-04-18
6242,1884,3,23,2023-02-15
6243,637,1,26,2023-03-18
6244,427,12,31,2023-08-05
6245,1872,15,29,2023-06-18
6246,1083,11,5,2023-10-29
6247,1460,10,38,2023-05-09
6248,97,2,25,2023-07-20
6249,496,26,34,2023-07-15
6250,1811,29,12,2023-12-14
6251,661,4,22,2023-09-25
6252,1302,17,9,2023-03-29
6253,1289,17,20,2023-09-10
6254,9,28,29,2023-08-26
6255,457,30,44,2023-03-14
6256,1819,8,29,2023-12-24
6257,273,23,45,2023-12-21
6258,940,14,27,2023-06-10
6259,1837,24,17,2023-02-27
6260,1032,29,5,2023-10-18
6261,208,4,45,2023-12-06
6262,1938,6,13,2023-03-07
6263,1661,29,42,2023-01-26
6264,1147,19,15,2023-10-25
6265,1057,27,15,2023-03-18
6266,1537,29,18,2023-10-13
6267,204,24,50,2023-02-05
6268,518,4,2,2023-01-19
6269,1833,3,23,2023-10-05
6270,1975,20,43,2023-11-17
6271,517,6,13,2023-11-09
6272,443,27,43,2023-09-24
6273,1616,23,4,2023-10-09
6274,1810,7,47,2023-01-19
6275,689,14,25,2023-12-05
6276,850,12,11,2023-05-20
6277,833,16,50,2023-03-08
6278,339,20,48,2023-11-08
6279,1462,8,42,2023-01-18
6280,1469,23,12,2023-09-18
6281,1160,2,13,2023-04-22
6282,387,13,9,2023-04-25
6283,1049,8,45,2023-06-15
6284,506,25,38,2023-03-08
6285,1349,21,6,2023-09-12
6286,1719,20,43,2023-03-11
6287,680,16,43,2023-11-04
6288,1362,4,10,2023-07-22
6289,690,29,23,2023-05-07
6290,885,16,15,2023-11-17
6291,1119,20,45,2023-03-21
6292,1569,6,23,2023-06-25
6293,623,27,40,2023-04-23
6294,1170,4,37,2023-04-21
6295,893,16,34,2023-11-05
6296,953,23,16,2023-05-17
6297,1255,23,45,2023-05-13
6298,784,21,41,2023-11-24
6299,1872,13,47,2023-07-08
6300,495,5,32,2023-10-04
6301,1062,15,38,2023-08-13
6302,1449,26,40,2023-04-13
6303,1671,8,46,2023-04-17
6304,1870,7,5,2023-03-04
6305,747,14,17,2023-09-02
6306,437,7,22,2023-06-22
6307,1855,22,39,2023-11-29
6308,1392,7,41,2023-11-27
6309,345,23,48,2023-07-29
6310,1184,26,18,2023-07-10
6311,550,30,28,2023-06-07
6312,1686,18,13,2023-11-15
6313,1936,30,50,2023-08-13
6314,820,10,42,2023-06-21
6315,541,18,1,2023-11-19
6316,144,14,50,2023-02-05
6317,588,10,19,2023-05-14
6318,657,7,34,2023-02-06
6319,1765,30,4,2023-04-03
6320,1600,26,43,2023-03-16
6321,1883,7,3,2023-09-01
6322,345,7,41,2023-07-02
6323,1293,5,10,2023-07-24
6324,1864,1,28,2023-07-06
6325,696,14,34,2023-06-15
6326,1797,18,39,2023-04-25
6327,268,13,47,2023-07-26
6328,169,25,19,2023-09-02
6329,1795,8,42,2023-11-29
6330,1763,8,46,2023-06-10
6331,33,10,36,2023-01-13
6332,377,17,43,2023-10-21
6333,1238,6,3,2023-08-24
6334,1586,15,23,2023-09-30
6335,1464,15,17,2023-04-24
6336,1516,25,7,2023-06-01
6337,393,16,26,2023-01-26
6338,489,8,43,2023-06-17
6339,722,19,18,2023-02-01
6340,946,20,46,2023-08-09
6341,1053,15,46,2023-07-25
6342,39,3,6,2023-12-08
6343,1883,6,31,2023-04-08
6344,1636,30,29,2023-04-01
6345,1197,25,9,2023-08-02
6346,1041,8,35,2023-07-07
6347,1080,16,17,2023-02-26
6348,226,15,12,2023-04-17
6349,1582,13,36,2023-07-14
6350,67,26,48,2023-01-22
6351,1221,20,24,2023-07-05
6352,1678,15,10,2023-03-26
6353,835,18,30,2023-03-21
6354,1047,13,29,2023-11-25
6355,999,24,39,2023-03-18
6356,1630,8,10,2023-11-26
6357,1778,14,39,2023-12-07
6358,237,28,28,2023-06-26
6359,957,11,18,2023-06-23
6360,919,6,41,2023-03-23
6361,1947,30,50,2023-01-21
6362,1590,24,17,2023-06-28
6363,1162,25,11,2023-11-26
6364,473,29,1,2023-08-13
6365,1869,1,17,2023-09-22
6366,1808,25,36,2023-09-26
6367,553,2,36,2023-09-08
6368,1634,30,46,2023-09-30
6369,695,13,9,2023-12-09
6370,1664,1,45,2023-09-29
6371,1253,24,28,2023-10-07
6372,317,24,48,2023-08-11
6373,598,27,33,2023-03-16
6374,768,4,3,2023-05-31
6375,1745,24,8,2023-12-25
6376,1751,23,50,2023-12-08
6377,886,29,6,2023-04-15
6378,1636,2,6,2023-02-11
6379,561,21,29,2023-06-25
6380,1225,30,37,2023-09-02
6381,1972,26,12,2023-09-10
6382,258,20,9,2023-10-01
6383,1504,16,41,2023-11-30
6384,1912,3,49,2023-04-02
6385,1202,17,19,2023-01-11
6386,757,5,17,2023-06-01
6387,123,26,48,2023-07-08
6388,342,8,44,2023-06-13
6389,1195,12,32,2023-05-06
6390,1869,25,35,2023-07-30
6391,1672,23,14,2023-04-07
6392,1083,12,49,2023-11-05
6393,1729,27,16,2023-12-05
6394,1489,1,21,2023-02-16
6395,1804,1,12,2023-11-04
6396,260,15,24,2023-08-12
6397,1397,17,34,2023-02-26
6398,1997,2,8,2023-03-16
6399,95,17,44,2023-09-11
6400,1149,20,21,2023-05-31
6401,41,26,48,2023-02-28
6402,1915,9,8,2023-11-21
6403,254,12,28,2023-03-27
6404,7,4,16,2023-06-19
6405,1495,13,10,2023-05-26
6406,728,4,15,2023-11-23
6407,1535,7,4,2023-02-02
6408,1605,14,26,2023-01-03
6409,69,27,15,2023-10-11
6410,1105,9,36,2023-09-14
6411,542,23,32,2023-05-06
6412,1609,1,43,2023-04-23
6413,1286,1,38,2023-10-30
6414,89,20,4,2023-10-20
6415,1939,4,41,2023-12-08
6416,1232,1,9,2023-02-17
6417,213,22,35,2023-12-30
6418,834,10,28,2023-10-02
6419,266,2,37,2023-07-14
6420,912,27,47,2023-12-05
6421,293,21,9,2023-08-13
6422,1231,24,2,2023-08-01
6423,333,15,3,2023-11-17
6424,1101,3,44,2023-10-09
6425,1312,25,48,2023-05-18
6426,1005,23,5,2023-12-21
6427,47,9,10,2023-11-29
6428,622,17,28,2023-03-11
6429,1224,21,15,2023-10-26
6430,427,28,14,2023-03-11
6431,210,13,46,2023-07-27
6432,888,3,23,2023-07-19
6433,1444,4,13,2023-02-28
6434,154,4,16,2023-09-16
6435,1546,11,30,2023-12-07
6436,415,28,40,2023-12-17
6437,1377,7,8,2023-11-30
6438,1181,26,17,2023-12-23
6439,1285,11,30,2023-12-05
6440,1101,24,17,2023-06-14
6441,769,11,35,2023-09-02
6442,983,10,1,2023-03-25
6443,1512,5,49,2023-11-05
6444,1155,13,24,2023-04-24
6445,579,29,48,2023-08-22
6446,1479,12,49,2023-09-19
6447,740,10,25,2023-06-21
6448,163,7,2,2023-01-18
6449,1039,19,25,2023-08-23
6450,1256,19,14,2023-11-06
6451,195,19,39,2023-06-06
6452,1885,12,33,2023-07-30
6453,542,20,17,2023-10-08
6454,359,22,31,2023-11-15
6455,850,15,10,2023-07-15
6456,1355,5,6,2023-04-25
6457,427,24,39,2023-06-09
6458,497,30,25,2023-06-04
6459,828,14,38,2023-02-20
6460,486,12,37,2023-10-11
6461,1832,29,30,2023-03-14
6462,1473,21,34,2023-11-24
6463,1437,11,18,2023-12-07
6464,330,28,24,2023-04-20
6465,1756,5,49,2023-10-13
6466,889,16,27,2023-08-09
6467,991,30,27,2023-01-09
6468,1171,26,39,2023-03-23
6469,259,18,21,2023-11-16
6470,292,12,19,2023-10-21
6471,1835,27,39,2023-01-22
6472,143,27,23,2023-04-09
6473,1961,5,39,2023-06-19
6474,747,16,48,2023-07-09
6475,627,12,44,2023-04-16
6476,1389,23,47,2023-11-16
6477,90,2,15,2023-09-22
6478,720,30,43,2023-12-17
6479,1188,29,2,2023-06-17
6480,481,6,35,2023-12-10
6481,84,23,20,2023-04-23
6482,1101,21,28,2023-11-24
6483,673,25,15,2023-11-02
6484,517,30,16,2023-05-28
6485,485,4,33,2023-12-03
6486,1614,30,47,2023-08-08
6487,1627,30,12,2023-02-02
6488,1623,13,39,2023-08-08
6489,782,10,39,2023-11-15
6490,104,17,43,2023-07-04
6491,1476,14,20,2023-07-12
6492,1511,24,29,2023-12-27
6493,339,15,43,2023-06-29
6494,687,8,49,2023-12-21
6495,1590,23,3,2023-01-06
6496,900,24,48,2023-01-09
6497,1502,18,5,2023-12-23
6498,1747,3,2,2023-03-02
6499,607,25,23,2023-06-12
6500,223,17,26,2023-04-09
6501,1033,24,26,2023-05-28
6502,1077,24,7,2023-02-27
6503,1101,7,10,2023-08-03
6504,1742,13,5,2023-11-12
6505,503,30,47,2023-07-01
6506,1340,27,12,2023-02-04
6507,1838,16,32,2023-10-30
6508,822,5,42,2023-02-15
6509,1866,4,31,2023-03-28
6510,624,26,22,2023-01-04
6511,1887,10,17,2023-09-23
6512,165,13,20,2023-04-17
6513,1303,10,20,2023-03-16
6514,1051,14,43,2023-02-09
6515,1094,26,8,2023-05-07
6516,1242,22,47,2023-07-02
6517,1986,12,34,2023-04-29
6518,1389,27,49,2023-03-14
6519,1725,1,23,2023-02-09
6520,1869,29,38,2023-07-23
6521,1971,21,28,2023-04-06
6522,1330,30,13,2023-10-06
6523,1148,20,29,2023-05-23
6524,19,20,8,2023-04-25
6525,1281,7,11,2023-05-13
6526,1320,9,47,2023-06-17
6527,1952,8,45,2023-09-02
6528,1046,27,18,2023-10-04
6529,1904,13,50,2023-09-16
6530,989,14,25,2023-02-15
6531,450,12,49,2023-12-12
6532,552,8,22,2023-12-01
6533,1574,21,45,2023-08-25
6534,1072,22,35,2023-02-22
6535,695,18,29,2023-05-28
6536,587,16,21,2023-07-06
6537,721,29,7,2023-01-21
6538,1207,11,12,2023-03-31
6539,1459,16,36,2023-08-21
6540,107,14,24,2023-08-03
6541,1212,3,32,2023-02-20
6542,776,21,27,2023-06-02
6543,1110,2,32,2023-11-20
6544,1860,3,32,2023-04-26
6545,1867,4,32,2023-08-02
6546,1480,22,26,2023-12-05
6547,1161,5,11,2023-12-17
6548,1882,10,46,2023-05-17
6549,898,20,18,2023-10-12
6550,336,29,39,2023-03-12
6551,607,2,5,2023-09-02
6552,838,12,16,2023-02-07
6553,1781,27,11,2023-08-04
6554,1493,5,35,2023-05-07
6555,602,5,48,2023-03-13
6556,1595,27,11,2023-08-14
6557,403,23,42,2023-11-11
6558,540,1,23,2023-10-11
6559,1096,4,34,2023-10-29
6560,1806,27,48,2023-09-03
6561,24,21,17,2023-03-12
6562,624,24,10,2023-07-14
6563,1836,12,18,2023-02-07
6564,1509,12,44,2023-04-27
6565,1080,16,8,2023-08-26
6566,986,24,26,2023-12-30
6567,223,17,3,2023-07-23
6568,1656,21,24,2023-12-17
6569,179,10,3,2023-11-15
6570,800,17,38,2023-12-25
6571,434,17,2,2023-01-05
6572,1961,18,35,2023-06-06
6573,1474,2,17,2023-04-17
6574,793,25,9,2023-08-16
6575,884,4,36,2023-05-22
6576,492,19,22,2023-11-10
6577,1213,11,31,2023-06-21
6578,1602,17,34,2023-05-26
6579,810,12,24,2023-01-07
6580,961,2,9,2023-12-09
6581,420,6,46,2023-12-19
6582,1273,9,43,2023-10-28
6583,1612,5,2,2023-01-16
6584,649,20,21,2023-11-16
6585,1188,29,34,2023-02-06
6586,1769,21,27,2023-06-02
6587,1279,9,37,2023-09-22
6588,476,28,7,2023-07-02
6589,1830,29,22,2023-06-05
6590,1441,23,4,2023-05-17
6591,170,8,14,2023-03-31
6592,1341,20,34,2023-08-06
6593,174,27,23,2023-11-26
6594,470,8,44,2023-07-05
6595,345,22,42,2023-07-28
6596,445,21,25,2023-02-20
6597,1042,29,1,2023-10-15
6598,1094,28,48,2023-03-29
6599,1362,23,15,2023-05-16
6600,628,6,32,2023-06-07
6601,592,3,14,2023-10-09
6602,527,5,41,2023-06-04
6603,1712,9,21,2023-08-08
6604,456,7,47,2023-06-16
6605,1293,28,7,2023-11-18
6606,1655,4,36,2023-06-28
6607,811,7,21,2023-11-25
6608,188,5,50,2023-02-19
6609,1021,11,40,2023-10-28
6610,1593,29,12,2023-03-28
6611,711,15,15,2023-02-02
6612,529,2,15,2023-10-02
6613,434,13,17,2023-05-21
6614,288,22,34,2023-07-25
6615,1942,16,44,2023-08-12
6616,1591,7,35,2023-04-23
6617,499,8,39,2023-10-05
6618,1465,6,38,2023-12-19
6619,1805,24,14,2023-01-05
6620,303,7,5,2023-07-31
6621,87,18,30,2023-09-13
6622,830,30,4,2023-11-30
6623,438,22,15,2023-01-30
6624,541,25,39,2023-12-13
6625,1046,28,35,2023-03-23
6626,833,22,45,2023-08-24
6627,797,20,10,2023-12-10
6628,560,7,2,2023-12-27
6629,1541,3,44,2023-11-19
6630,762,5,24,2023-09-10
6631,1699,1,28,2023-04-28
6632,1527,15,22,2023-01-30
6633,1738,26,44,2023-04-21
6634,467,3,32,2023-09-11
6635,1125,8,31,2023-07-18
6636,1607,25,19,2023-10-22
6637,1966,9,21,2023-12-08
6638,675,15,3,2023-10-24
6639,685,10,6,2023-10-14
6640,1165,2,32,2023-09-01
6641,138,20,2,2023-08-09
6642,578,5,24,2023-06-05
6643,710,19,45,2023-08-24
6644,1864,13,27,2023-11-16
6645,228,11,9,2023-01-19
6646,281,1,13,2023-08-03
6647,684,22,14,2023-04-24
6648,828,30,11,2023-07-19
6649,431,15,14,2023-01-25
6650,1064,26,16,2023-05-01
6651,1543,18,10,2023-08-18
6652,1710,16,20,2023-04-09
6653,1687,9,16,2023-12-12
6654,1235,1,34,2023-01-03
6655,302,11,16,2023-09-18
6656,1110,9,14,2023-09-11
6657,1421,23,28,2023-01-20
6658,1277,11,18,2023-07-23
6659,533,13,26,2023-10-21
6660,769,26,38,2023-12-23
6661,1915,2,7,2023-05-08
6662,1939,14,45,2023-12-24
6663,1405,6,34,2023-10-19
6664,444,8,47,2023-06-23
6665,1057,18,49,2023-08-09
6666,260,16,45,2023-12-21
6667,1258,21,7,2023-02-06
6668,1539,29,33,2023-11-06
6669,1883,12,35,2023-05-29
6670,1332,11,50,2023-04-02
6671,739,6,39,2023-03-11
6672,796,3,21,2023-03-25
6673,70,14,49,2023-07-24
6674,1478,28,28,2023-09-24
6675,1463,2,32,2023-03-29
6676,1849,11,44,2023-09-09
6677,1388,22,16,2023-07-30
6678,983,3,10,2023-12-09
6679,1790,18,23,2023-01-31
6680,481,1,48,2023-12-23
6681,1168,30,50,2023-11-12
6682,24,24,15,2023-03-02
6683,965,1,43,2023-03-08
6684,1449,12,50,2023-08-14
6685,746,15,6,2023-12-01
6686,845,5,33,2023-11-23
6687,1199,27,39,2023-03-08
6688,1868,6,12,2023-05-08
6689,325,16,36,2023-04-21
6690,1893,27,31,2023-09-29
6691,1695,12,10,2023-10-28
6692,1884,12,34,2023-02-03
6693,1372,3,41,2023-07-31
6694,798,30,10,2023-10-27
6695,18,23,11,2023-05-05
6696,44,2,14,2023-04-13
6697,155,7,3,2023-07-25
6698,867,2,33,2023-04-30
6699,922,21,7,2023-06-19
6700,1401,7,4,2023-02-04
6701,743,11,39,2023-11-27
6702,1907,11,48,2023-09-03
6703,1852,14,10,2023-12-06
6704,1426,3,15,2023-11-05
6705,225,14,16,2023-02-27
6706,217,11,38,2023-11-02
6707,1592,4,4,2023-05-21
6708,31,17,4,2023-04-21
6709,1893,16,36,2023-06-12
6710,1083,3,27,2023-04-21
6711,1916,25,22,2023-06-01
6712,898,10,22,2023-03-06
6713,1377,21,17,2023-04-16
6714,935,15,45,2023-08-04
6715,445,8,34,2023-04-01
6716,1259,18,32,2023-01-26
6717,1131,3,6,2023-06-06
6718,1215,7,33,2023-03-13
6719,530,30,8,2023-02-13
6720,1937,10,50,2023-03-31
6721,738,20,36,2023-05-13
6722,1703,9,5,2023-06-10
6723,1607,14,5,2023-08-20
6724,874,23,47,2023-09-18
6725,566,14,10,2023-04-21
6726,1269,11,40,2023-06-13
6727,1886,28,7,2023-03-18
6728,76,1,12,2023-07-28
6729,547,4,30,2023-01-13
6730,267,26,25,2023-02-27
6731,317,27,28,2023-12-10
6732,1836,6,43,2023-02-05
6733,1145,22,13,2023-01-25
6734,1860,26,47,2023-02-03
6735,25,22,49,2023-05-20
6736,1456,5,22,2023-10-02
6737,160,3,18,2023-12-28
6738,596,2,27,2023-08-10
6739,1138,3,8,2023-02-06
6740,1759,9,6,2023-12-29
6741,900,19,11,2023-05-09
6742,502,19,29,2023-11-12
6743,1190,17,41,2023-11-19
6744,1013,18,5,2023-08-06
6745,703,11,7,2023-12-01
6746,1199,12,22,2023-09-05
6747,1,3,47,2023-04-21
6748,1923,18,4,2023-10-31
6749,741,24,32,2023-08-08
6750,1110,6,19,2023-07-15
6751,1598,7,45,2023-05-27
6752,320,1,33,2023-12-10
6753,1425,6,1,2023-02-09
6754,382,18,46,2023-05-14
6755,1742,13,41,2023-12-18
6756,1641,22,44,2023-07-10
6757,1342,19,50,2023-06-12
6758,1827,7,41,2023-03-02
6759,1274,19,8,2023-01-05
6760,1549,9,32,2023-02-06
6761,1699,3,30,2023-08-05
6762,1579,23,46,2023-08-13
6763,898,12,28,2023-08-04
6764,1976,20,41,2023-05-19
6765,1647,24,32,2023-04-16
6766,717,30,25,2023-04-09
6767,1920,18,34,2023-06-17
6768,1280,8,33,2023-09-21
6769,307,9,13,2023-03-28
6770,1974,13,25,2023-03-25
6771,1168,8,42,2023-08-12
6772,1682,22,40,2023-01-11
6773,391,10,39,2023-11-23
6774,1837,17,44,2023-07-05
6775,1700,7,49,2023-12-16
6776,1193,17,44,2023-08-19
6777,990,23,48,2023-05-21
6778,298,30,10,2023-04-16
6779,233,18,31,2023-09-10
6780,1927,24,44,2023-02-18
6781,271,2,11,2023-09-20
6782,1084,3,25,2023-07-24
6783,1320,29,46,2023-12-23
6784,1491,28,45,2023-02-20
6785,1259,19,34,2023-06-24
6786,677,1,20,2023-08-13
6787,706,21,7,2023-09-18
6788,234,21,33,2023-08-10
6789,1392,10,35,2023-08-11
6790,1719,21,29,2023-09-26
6791,845,14,12,2023-10-25
6792,1256,13,5,2023-11-14
6793,1897,9,12,2023-03-15
6794,491,6,29,2023-04-24
6795,1643,6,35,2023-08-07
6796,503,19,20,2023-02-23
6797,890,21,37,2023-07-19
6798,1759,10,1,2023-05-11
6799,592,23,16,2023-12-05
6800,746,3,30,2023-07-11
6801,1405,18,9,2023-06-28
6802,1720,21,42,2023-11-01
6803,428,19,10,2023-10-14
6804,697,5,13,2023-08-28
6805,646,25,48,2023-09-02
6806,732,11,20,2023-11-26
6807,800,10,29,2023-04-27
6808,364,17,4,2023-07-27
6809,202,4,46,2023-07-31
6810,882,26,49,2023-09-16
6811,146,21,28,2023-06-12
6812,836,18,37,2023-08-14
6813,639,28,13,2023-12-07
6814,1481,18,3,2023-03-05
6815,135,1,37,2023-09-03
6816,626,14,48,2023-01-18
6817,1288,8,19,2023-02-03
6818,64,2,28,2023-11-08
6819,491,19,19,2023-11-19
6820,1671,15,17,2023-06-30
6821,41,28,18,2023-12-13
6822,1320,2,18,2023-07-13
6823,1027,4,23,2023-07-11
6824,913,30,40,2023-03-08
6825,1730,1,50,2023-07-28
6826,975,19,9,2023-06-16
6827,1134,21,29,2023-09-03
6828,1245,10,42,2023-09-02
6829,1394,1,29,2023-06-15
6830,368,20,2,2023-10-23
6831,1460,22,17,2023-07-30
6832,918,15,45,2023-05-13
6833,1028,4,31,2023-07-16
6834,244,7,28,2023-12-13
6835,902,30,43,2023-02-18
6836,166,7,48,2023-03-05
6837,1050,22,39,2023-04-22
6838,1419,25,30,2023-12-22
6839,1498,18,35,2023-07-04
6840,1041,13,48,2023-04-14
6841,728,10,20,2023-08-01
6842,1116,24,16,2023-01-05
6843,483,8,34,2023-04-29
6844,543,27,14,2023-12-10
6845,1229,10,26,2023-09-06
6846,1526,14,20,2023-06-16
6847,931,14,42,2023-08-30
6848,400,27,24,2023-10-07
6849,1231,20,43,2023-12-29
6850,619,22,18,2023-08-26
6851,1170,11,43,2023-11-02
6852,879,6,9,2023-07-24
6853,101,21,19,2023-11-10
6854,880,30,20,2023-01-01
6855,830,1,42,2023-06-20
6856,1904,19,30,2023-06-16
6857,1265,7,26,2023-09-15
6858,1947,24,31,2023-03-04
6859,759,18,35,2023-09-29
6860,163,3,3,2023-02-06
6861,1908,20,40,2023-01-16
6862,1197,30,29,2023-09-11
6863,502,11,6,2023-12-09
6864,547,5,1,2023-12-12
6865,1308,19,24,2023-12-02
6866,1383,21,38,2023-01-27
6867,381,24,34,2023-04-21
6868,870,24,7,2023-08-21
6869,905,30,11,2023-03-05
6870,1996,2,11,2023-04-07
6871,1935,22,36,2023-09-24
6872,1557,4,20,2023-11-22
6873,1844,25,16,2023-08-20
6874,1187,10,5,2023-02-17
6875,1002,2,24,2023-12-16
6876,609,8,30,2023-07-29
6877,307,1,30,2023-03-17
6878,1363,27,39,2023-09-04
6879,55,6,48,2023-11-12
6880,983,11,47,2023-03-09
6881,333,27,37,2023-11-09
6882,127,30,33,2023-03-05
6883,1964,28,20,2023-07-01
6884,705,10,22,2023-03-21
6885,243,13,41,2023-12-09
6886,1885,1,21,2023-07-22
6887,600,2,37,2023-07-01
6888,1872,3,27,2023-08-02
6889,1433,9,38,2023-04-30
6890,503,5,35,2023-08-29
6891,1751,10,38,2023-12-01
6892,604,10,40,2023-07-21
6893,303,12,6,2023-10-19
6894,1488,18,32,2023-02-23
6895,235,26,16,2023-05-25
6896,1720,21,28,2023-12-22
6897,1062,21,16,2023-03-27
6898,139,1,27,2023-01-22
6899,195,3,3,2023-11-27
6900,1551,5,49,2023-10-19
6901,1793,25,21,2023-08-24
6902,647,26,38,2023-01-29
6903,1,17,38,2023-07-02
6904,561,8,30,2023-06-09
6905,1120,17,22,2023-01-18
6906,713,9,19,2023-02-07
6907,413,6,31,2023-04-11
6908,538,17,20,2023-10-17
6909,1879,8,47,2023-06-22
6910,429,21,19,2023-12-09
6911,235,7,2,2023-03-08
6912,349,7,40,2023-07-10
6913,1780,15,39,2023-02-12
6914,1894,7,27,2023-05-03
6915,1505,22,8,2023-10-05
6916,1863,27,45,2023-12-09
6917,396,8,27,2023-07-15
6918,1375,9,15,2023-11-29
6919,416,28,12,2023-05-05
6920,1910,15,47,2023-04-06
6921,916,2,14,2023-06-06
6922,1911,7,7,2023-02-09
6923,1075,15,17,2023-12-26
6924,81,18,26,2023-06-22
6925,36,22,37,2023-06-22
6926,1091,18,20,2023-04-30
6927,641,10,10,2023-09-30
6928,882,22,19,2023-12-24
6929,1691,18,18,2023-12-30
6930,757,1,30,2023-12-12
6931,623,7,30,2023-11-15
6932,1704,3,25,2023-09-18
6933,1505,14,24,2023-10-08
6934,468,12,10,2023-11-25
6935,1166,14,2,2023-05-04
6936,356,29,38,2023-10-05
6937,709,4,32,2023-04-03
6938,1495,13,35,2023-02-04
6939,1645,16,37,2023-11-07
6940,1020,16,7,2023-05-08
6941,1912,22,7,2023-01-20
6942,1615,5,27,2023-09-18
6943,902,20,10,2023-06-16
6944,673,25,33,2023-11-15
6945,439,6,43,2023-08-24
6946,531,6,7,2023-02-01
6947,127,18,6,2023-08-19
6948,205,6,6,2023-07-10
6949,29,7,13,2023-11-26
6950,445,24,48,2023-05-25
6951,966,30,13,2023-04-11
6952,1743,24,2,2023-03-20
6953,464,16,19,2023-06-09
6954,1304,9,19,2023-09-12
6955,151,26,50,2023-10-06
6956,240,27,38,2023-07-07
6957,266,13,2,2023-07-29
6958,1718,12,26,2023-08-29
6959,1129,19,6,2023-02-25
6960,1961,26,20,2023-05-17
6961,1457,23,23,2023-04-16
6962,913,23,15,2023-03-10
6963,497,1,6,2023-07-09
6964,1464,8,28,2023-07-11
6965,1772,4,35,2023-10-05
6966,685,21,11,2023-02-01
6967,158,30,8,2023-06-24
6968,172,22,50,2023-09-15
6969,494,19,49,2023-05-03
6970,970,21,24,2023-03-26
6971,1335,26,21,2023-08-04
6972,1427,5,49,2023-08-04
6973,1693,17,36,2023-01-14
6974,1794,3,7,2023-02-06
6975,676,19,5,2023-01-27
6976,659,1,29,2023-06-01
6977,903,29,16,2023-03-05
6978,666,23,6,2023-03-11
6979,1487,1,14,2023-06-03
6980,367,23,2,2023-09-10
6981,550,20,25,2023-09-28
6982,643,9,31,2023-01-29
6983,1894,23,50,2023-03-15
6984,255,5,50,2023-10-11
6985,208,7,13,2023-02-28
6986,450,25,18,2023-08-31
6987,95,26,17,2023-11-25
6988,1884,6,45,2023-05-29
6989,839,17,28,2023-01-10
6990,478,22,12,2023-05-12
6991,683,17,35,2023-03-03
6992,762,13,22,2023-09-19
6993,190,12,39,2023-08-06
